GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000187736	2	219930039	220035587	433	49	2109196	0.59788	0.27496	NHEJ1
ENSG00000213901	2	219930051	220045549	485	44	2109196	0.65222	0.25713	SLC23A3
ENSG00000115649	2	220026619	220052828	136	25	2109196	0.75323	0.22566	CNPPD1
ENSG00000144567	2	220030947	220060201	153	25	2109196	0.54664	0.29231	FAM134A
ENSG00000158552	2	220049959	220084373	168	51	2109196	0.17983	0.42864	ZFAND2B
ENSG00000115657	2	220064490	220093712	131	48	2109196	0.79993	0.21188	ABCB6
ENSG00000198925	2	220064494	220104439	187	55	2109196	1.0898	0.13791	ATG9A
ENSG00000163516	2	220084479	220111391	131	34	2109196	1.2129	0.11258	ANKZF1
ENSG00000163521	2	220091328	220120200	137	40	2109196	1.3025	0.096377	GLB1L
ENSG00000115661	2	220100177	220125059	112	34	2109196	1.6116	0.053528	STK16
ENSG00000127824	2	220104433	220152892	233	47	2109196	1.8077	0.035325	TUBA4A
ENSG00000135924	2	220133989	220161622	136	37	2109196	2.1538	0.015629	DNAJB2
ENSG00000054356	2	220144345	220184370	204	46	2109196	1.7544	0.039678	PTPRN
ENSG00000182698	2	220182131	220207899	143	20	2109196	1.0364	0.15001	RESP18
ENSG00000123992	2	220228268	220274744	239	38	2109196	0.76869	0.22104	DNPEP
ENSG00000175084	2	220273099	220301461	169	40	2109196	0.95191	0.17057	DES
ENSG00000072195	2	220289568	220373009	362	79	2109196	0.53901	0.29494	SPEG
ENSG00000144591	2	220353589	220381710	140	35	2109196	0.1901	0.42462	GMPPA
ENSG00000072182	2	220368892	220413494	222	58	2109196	-0.13613	0.55414	ASIC4
ENSG00000123989	2	220393669	220418509	133	31	2109196	-0.1259	0.5501	CHPF
ENSG00000188760	2	220398385	220425317	160	31	2109196	0.0023933	0.49905	TMEM198
ENSG00000124006	2	220405451	220446581	229	53	2109196	0.056144	0.47761	OBSL1
ENSG00000123999	2	220423884	220450435	138	45	2109196	0.2626	0.39643	INHA
ENSG00000144589	2	220452582	220491173	171	56	2109196	0.6947	0.24362	STK11IP
ENSG00000114923	2	220482049	220516702	148	47	2109196	0.14303	0.44313	SLC4A3
ENSG00000116106	2	222272747	222448922	967	91	2109196	0.78065	0.2175	EPHA4
ENSG00000135903	2	223054607	223173715	703	91	2109196	1.334	0.091098	PAX3
ENSG00000163081	2	223152866	223179936	144	47	2109196	0.30405	0.38055	CCDC140
ENSG00000163082	2	223279236	223435667	853	118	2109196	0.92772	0.17678	SGPP2
ENSG00000116120	2	223425255	223531056	490	54	2109196	0.059837	0.47614	FARSB
ENSG00000124003	2	223526505	223584649	328	62	2109196	-0.081044	0.5323	MOGAT1
ENSG00000123983	2	223715652	223819357	628	52	2109196	-0.41646	0.66146	ACSL3
ENSG00000152049	2	223906532	224073117	1336	69	2109196	-1.1105	0.86661	KCNE4
ENSG00000171951	2	224451658	224477221	116	36	2109196	0.076938	0.46934	SCG2
ENSG00000152056	2	224606403	224712744	715	63	2109196	-0.21164	0.58381	AP1S3
ENSG00000085449	2	224710433	224820104	534	36	2109196	-0.79691	0.78725	WDFY1
ENSG00000135900	2	224812121	224842431	139	28	2109196	0.42919	0.33389	MRPL44
ENSG00000135919	2	224829829	224914036	556	66	2109196	1.4071	0.079693	SERPINE2
ENSG00000124019	2	225233415	225276802	290	39	2109196	1.1971	0.11563	FAM124B
ENSG00000036257	2	225324867	225460110	647	50	2109196	0.42963	0.33373	CUL3
ENSG00000135905	2	225619807	225917162	1680	117	2109196	0.76918	0.22089	DOCK10
ENSG00000144460	2	226255364	226528734	1146	111	2109196	0.75356	0.22556	NYAP2
ENSG00000169047	2	227586033	227674475	404	42	2109196	-1.096	0.86345	IRS1
ENSG00000144468	2	227690297	227873931	805	44	2109196	-0.57146	0.71616	RHBDD1
ENSG00000081052	2	227857427	228038829	945	85	2109196	-0.68224	0.75246	COL4A4
ENSG00000169031	2	228019281	228189508	1303	104	2109196	-0.097589	0.53887	COL4A3
ENSG00000168958	2	228179867	228232550	348	32	2109196	-0.51045	0.69513	MFF
ENSG00000168955	2	228216872	228256711	319	65	2109196	-1.1023	0.86484	TM4SF20
ENSG00000173744	2	228326868	228435930	637	45	2109196	-0.35628	0.63918	AGFG1
ENSG00000042304	2	228464806	228508036	473	41	2109196	-0.75572	0.77509	C2orf83
ENSG00000135917	2	228539926	228592728	426	40	2109196	1.4531	0.073099	SLC19A3
ENSG00000115009	2	228668558	228692272	127	34	2109196	0.43434	0.33202	CCL20
ENSG00000123977	2	228725770	228799060	494	40	2109196	-0.82267	0.79465	DAW1
ENSG00000153820	2	228834666	229056361	1336	71	2109196	0.016678	0.49335	SPHKAP
ENSG00000153823	2	229705242	230146001	2406	191	2109196	3.6384	0.00013719	PID1
ENSG00000187957	2	230212345	230589274	2564	193	2109196	1.0598	0.14461	DNER
ENSG00000153827	2	230618554	230797955	625	85	2109196	-0.82444	0.79516	TRIP12
ENSG00000153832	2	230777018	230887825	419	76	2109196	-0.79043	0.78536	FBXO36
ENSG00000163053	2	230889698	230943715	326	49	2109196	1.9177	0.027573	SLC16A14
ENSG00000135899	2	231022009	231100444	561	50	2109196	0.60875	0.27134	SP110
ENSG00000079263	2	231057826	231233762	985	81	2109196	-0.13235	0.55264	SP140
ENSG00000185404	2	231181899	231278447	614	48	2109196	-0.16272	0.56463	SP140L
ENSG00000067066	2	231270657	231418805	853	78	2109196	-1.3014	0.90345	SP100
ENSG00000135932	2	231567560	231695790	652	70	2109196	0.664	0.25334	CAB39
ENSG00000135916	2	231719354	231753963	245	57	2109196	0.23612	0.40667	ITM2C
ENSG00000135898	2	231762033	231835781	461	79	2109196	0.55534	0.28933	GPR55
ENSG00000173699	2	231850836	231899770	364	39	2109196	-0.19528	0.57741	SPATA3
ENSG00000204128	2	231892205	231924434	166	42	2109196	0.98174	0.16311	C2orf72
ENSG00000173692	2	231911578	232047541	531	59	2109196	0.59299	0.27659	PSMD1
ENSG00000135914	2	231962944	231999832	115	42	2109196	0.10671	0.45751	HTR2B
ENSG00000135931	2	232053260	232249548	1050	83	2109196	0.5585	0.28825	ARMC9
ENSG00000156966	2	232250254	232275875	143	31	2109196	0.054112	0.47842	B3GNT7
ENSG00000233538	2	232306906	232327864	110	31	2109196	1.753	0.039805	AC017104.2
ENSG00000115053	2	232308242	232358352	310	40	2109196	1.2194	0.11135	NCL
ENSG00000171596	2	232377871	232405206	190	30	2109196	1.1514	0.12479	NMUR1
ENSG00000177673	2	232447575	232468994	148	39	2109196	0.41554	0.33887	C2orf57
ENSG00000269363	2	232561517	232581621	146	32	2109196	0.72409	0.23451	MGC4771
ENSG00000187514	2	232561605	232588251	175	35	2109196	0.79199	0.21418	PTMA
ENSG00000156973	2	232587135	232660982	354	39	2109196	0.87461	0.19089	PDE6D
ENSG00000144524	2	232636381	232683963	241	50	2109196	1.1388	0.12739	COPS7B
ENSG00000163273	2	232776530	232801113	132	54	2109196	1.5684	0.058395	NPPC
ENSG00000144535	2	232815955	233219060	2252	60	2109196	0.79464	0.21341	DIS3L2
ENSG00000163283	2	233233244	233257599	176	48	2109196	0.52025	0.30145	ALPP
ENSG00000163286	2	233261553	233285424	166	43	2109196	-0.42849	0.66585	ALPPL2
ENSG00000163295	2	233310833	233334742	200	44	2109196	0.9523	0.17047	ALPI
ENSG00000171551	2	233334537	233362538	188	55	2109196	1.4913	0.067948	ECEL1
ENSG00000237412	2	233375173	233400422	144	41	2109196	2.0157	0.021914	PRSS56
ENSG00000135902	2	233380703	233411377	188	46	2109196	1.7796	0.037572	CHRND
ENSG00000196811	2	233394437	233421113	160	38	2109196	1.4818	0.069199	CHRNG
ENSG00000221944	2	233402779	233425226	132	28	2109196	0.19564	0.42245	TIGD1
ENSG00000135930	2	233404762	233458354	298	27	2109196	-0.18032	0.57155	EIF4E2
ENSG00000115468	2	233460767	233557491	608	78	2109196	-1.164	0.87778	EFHD1
ENSG00000204120	2	233552009	233735285	1091	60	2109196	2.1921	0.014185	GIGYF2
ENSG00000115474	2	233621174	233651278	179	44	2109196	1.9531	0.025401	KCNJ13
ENSG00000182600	2	233711980	233753418	266	38	2109196	1.9815	0.023765	C2orf82
ENSG00000066248	2	233733396	233887982	1130	94	2109196	0.91577	0.17989	NGEF
ENSG00000222001	2	233867324	233890595	153	49	2109196	-0.61994	0.73235	AC106876.2
ENSG00000115488	2	233887382	233909767	145	42	2109196	-0.13149	0.5523	NEU2
ENSG00000168918	2	233914677	234126549	1303	108	2109196	-0.30742	0.62074	INPP5D
ENSG00000085978	2	234108697	234214320	620	78	2109196	0.61126	0.27051	ATG16L1
ENSG00000130561	2	234206462	234265701	347	53	2109196	0.56443	0.28623	SAG
ENSG00000077044	2	234253153	234390750	714	73	2109196	-0.27703	0.60912	DGKD
ENSG00000085982	2	234374166	234485428	649	43	2109196	-0.48622	0.68659	USP40
ENSG00000241635	2	234516291	234691956	1135	83	2109196	0.18805	0.42542	UGT1A8
ENSG00000242515	2	234535100	234691951	1017	81	2109196	0.13993	0.44436	UGT1A10
ENSG00000241119	2	234570499	234691946	824	55	2109196	0.30602	0.37979	UGT1A9
ENSG00000244122	2	234580584	234691945	765	56	2109196	0.31509	0.37635	UGT1A7
ENSG00000167165	2	234590253	234691946	690	61	2109196	0.29519	0.38392	UGT1A6
ENSG00000240224	2	234611638	234691945	554	50	2109196	0.02027	0.49191	UGT1A5
ENSG00000244474	2	234617424	234691945	518	46	2109196	0.036357	0.4855	UGT1A4
ENSG00000243135	2	234627754	234691945	428	54	2109196	-0.77092	0.77962	UGT1A3
ENSG00000242366	2	234658894	234691945	200	53	2109196	-0.62122	0.73277	UGT1A1
ENSG00000185038	2	234674370	234752069	535	99	2109196	-0.57689	0.71799	MROH2A
ENSG00000123485	2	234732062	234773212	333	39	2109196	0.928	0.1767	HJURP
ENSG00000144481	2	234816043	234938166	902	120	2109196	1.8515	0.032049	TRPM8
ENSG00000072080	2	234949323	234995778	374	44	2109196	0.3097	0.37839	SPP2
ENSG00000188042	2	235391685	235415697	145	50	2109196	0.59021	0.27752	ARL4C
ENSG00000130147	2	235850617	235974358	754	125	2109196	-2.194	0.98588	SH3BP4
ENSG00000157985	2	236392733	237050444	3854	273	2109196	0.83351	0.20228	AGAP1
ENSG00000222007	2	236672499	236702031	237	18	2109196	-0.34299	0.6342	AC064874.1
ENSG00000168505	2	237063879	237087012	112	30	2109196	1.329	0.091928	GBX2
ENSG00000182177	2	237092095	237183052	648	54	2109196	1.5764	0.057465	ASB18
ENSG00000132321	2	237222794	237426185	1018	73	2109196	0.29442	0.38422	IQCA1
ENSG00000144476	2	237466430	237501001	195	49	2109196	0.37798	0.35272	ACKR3
ENSG00000198612	2	237983955	238019109	207	46	2109196	-0.3663	0.64293	COPS8
ENSG00000224132	2	238155734	238176319	112	28	2109196	0.7822	0.21705	AC112715.2
ENSG00000163359	2	238222646	238333018	692	88	2109196	0.84375	0.1994	COL6A3
ENSG00000222022	2	238320063	238343919	148	41	2109196	0.39382	0.34686	AC112721.1
ENSG00000115648	2	238384071	238473961	818	55	2109196	0.19181	0.42395	MLPH
ENSG00000071677	2	238465217	238485818	215	36	2109196	2.8093	0.0024821	PRLH
ENSG00000124839	2	238472965	238520257	537	57	2109196	2.0331	0.02102	RAB17
ENSG00000234949	2	238489663	238514624	261	46	2109196	0.81765	0.20678	AC104667.3
ENSG00000124831	2	238526219	238732325	1670	101	2109196	-0.24545	0.59695	LRRFIP1
ENSG00000177483	2	238697032	238761451	380	60	2109196	-0.0050825	0.50203	RBM44
ENSG00000132329	2	238757536	238830756	562	98	2109196	0.63871	0.26151	RAMP1
ENSG00000184182	2	238865469	238961236	498	33	2109196	0.20958	0.417	UBE2F
ENSG00000258984	2	238865656	239018053	859	46	2109196	0.63917	0.26135	UBE2F-SCLY
ENSG00000132330	2	238959530	239018054	370	38	2109196	1.0637	0.14374	SCLY
ENSG00000144488	2	238998798	239051928	428	60	2109196	0.99323	0.1603	ESPNL
ENSG00000168427	2	239037363	239071588	268	58	2109196	-0.2005	0.57946	KLHL30
ENSG00000178752	2	239057623	239087541	218	58	2109196	-0.63598	0.7376	FAM132B
ENSG00000132323	2	239069042	239122370	388	42	2109196	-0.61653	0.73123	ILKAP
ENSG00000186235	2	239123193	239150318	215	23	2109196	1.2457	0.10644	AC016757.3
ENSG00000144485	2	239136908	239159303	157	19	2109196	1.3407	0.090011	HES6
ENSG00000132326	2	239142679	239208743	382	49	2109196	0.78057	0.21753	PER2
ENSG00000268396	2	239182329	239202498	110	34	2109196	-0.11701	0.54657	AC012485.1
ENSG00000204104	2	239219082	239319541	538	41	2109196	2.1344	0.016403	TRAF3IP1
ENSG00000065802	2	239325383	239370891	270	31	2109196	1.191	0.11682	ASB1
ENSG00000233608	2	239746673	239805893	323	92	2109196	0.40943	0.34111	TWIST2
ENSG00000068024	2	239959864	240333348	2556	193	2109196	2.5499	0.0053883	HDAC4
ENSG00000213828	2	240073493	240094053	145	28	2109196	0.76027	0.22355	AC017028.1
ENSG00000222020	2	240313130	240334058	112	49	2109196	1.7237	0.042377	AC062017.1
ENSG00000196758	2	240489995	240517788	227	67	2109196	-1.1095	0.86639	AC079612.1
ENSG00000220256	2	240674554	240734577	532	42	2109196	-0.25503	0.60065	AC093802.1
ENSG00000130414	2	240821867	240974819	1197	91	2109196	-0.52866	0.70148	NDUFA10
ENSG00000182083	2	240958841	240979906	117	42	2109196	0.1008	0.45985	OR6B2
ENSG00000221961	2	240971230	240992399	172	31	2109196	0.94695	0.17183	PRR21
ENSG00000178586	2	240974494	240995489	174	33	2109196	0.85736	0.19562	OR6B3
ENSG00000267963	2	241043907	241074304	289	31	2109196	0.26092	0.39708	AC013469.1
ENSG00000172428	2	241055980	241086224	298	32	2109196	1.118	0.13178	MYEOV2
ENSG00000178602	2	241068446	241093979	264	36	2109196	1.6369	0.050823	OTOS
ENSG00000063660	2	241365088	241417493	408	77	2109196	0.082973	0.46694	GPC1
ENSG00000218416	2	241378732	241406131	237	65	2109196	-0.74901	0.77307	AC110619.2
ENSG00000144504	2	241408839	241518626	698	96	2109196	-0.54149	0.70592	ANKMY1
ENSG00000188542	2	241489471	241513431	152	51	2109196	-0.068567	0.52733	DUSP28
ENSG00000142327	2	241495221	241530789	219	60	2109196	0.54168	0.29402	RNPEPL1
ENSG00000142330	2	241516133	241567122	373	52	2109196	0.72359	0.23466	CAPN10
ENSG00000178623	2	241534848	241580676	353	72	2109196	0.82025	0.20604	GPR35
ENSG00000185176	2	241605835	241632323	181	33	2109196	2.2655	0.011741	AQP12B
ENSG00000268822	2	241614478	241634705	130	29	2109196	2.224	0.013076	AC011298.1
ENSG00000184945	2	241621262	241647900	159	38	2109196	2.1141	0.017251	AQP12A
ENSG00000130294	2	241643181	241769725	761	93	2109196	0.78758	0.21547	KIF1A
ENSG00000172482	2	241797896	241829919	273	27	2109196	-0.88699	0.81246	AGXT
ENSG00000172478	2	241815465	241846306	319	20	2109196	-0.57697	0.71802	C2orf54
ENSG00000226321	2	241848202	241942728	611	77	2109196	0.58503	0.27926	AC104809.3
ENSG00000162804	2	241928255	242044983	708	101	2109196	0.81752	0.20681	SNED1
ENSG00000122085	2	242001584	242051747	343	48	2109196	0.36044	0.35926	MTERFD2
ENSG00000115687	2	242035514	242099679	483	62	2109196	0.90203	0.18352	PASK
ENSG00000115685	2	242078991	242133067	396	46	2109196	1.6973	0.044823	PPP1R7
ENSG00000146205	2	242117924	242174792	446	93	2109196	1.2231	0.11065	ANO7
ENSG00000115677	2	242156679	242266476	686	79	2109196	0.29504	0.38398	HDLBP
ENSG00000268485	2	242157319	242178850	162	65	2109196	0.22905	0.40941	AC104841.2
ENSG00000168385	2	242244515	242303442	347	51	2109196	0.54573	0.29263	SEPT2
ENSG00000006607	2	242285658	242444256	978	73	2109196	0.53509	0.29629	FARP2
ENSG00000115694	2	242422089	242459145	226	53	2109196	0.86603	0.19324	STK25
ENSG00000176720	2	242488136	242523546	260	55	2109196	1.8083	0.035283	BOK
ENSG00000176946	2	242513820	242586864	424	46	2109196	2.2061	0.013687	THAP4
ENSG00000168397	2	242566628	242623272	452	56	2109196	1.2157	0.11205	ATG4B
ENSG00000168393	2	242605157	242636406	285	30	2109196	0.9231	0.17798	DTYMK
ENSG00000168395	2	242631450	242678893	369	52	2109196	0.7056	0.24022	ING5
ENSG00000180902	2	242663994	242718231	442	68	2109196	0.034737	0.48614	D2HGDH
ENSG00000154252	2	242706240	242753623	310	55	2109196	-1.1357	0.87197	GAL3ST2
ENSG00000204099	2	242739920	242768739	205	45	2109196	0.24327	0.4039	NEU4
ENSG00000188389	2	242782033	242811060	192	31	2109196	-0.62792	0.73497	PDCD1
ENSG00000188011	2	242801752	242825975	202	28	2109196	-1.1117	0.86686	CXXC11
ENSG00000216921	2	242826136	242854702	245	37	2109196	0.34598	0.36468	AC131097.4
ENSG00000134121	3	228279	461090	1764	145	2109196	-0.34656	0.63554	CHL1
ENSG00000134115	3	1124260	1455901	2885	205	2109196	0.89304	0.18592	CNTN6
ENSG00000144619	3	2130497	3109645	7601	475	2109196	-0.25762	0.60165	CNTN4
ENSG00000091181	3	3101233	3178297	661	141	2109196	0.10523	0.4581	IL5RA
ENSG00000072756	3	3158600	3202563	413	52	2109196	-0.69396	0.75615	TRNT1
ENSG00000113851	3	3180676	3231394	427	43	2109196	0.24711	0.40241	CRBN
ENSG00000144455	3	3732498	4518965	6025	229	2109196	1.1734	0.12032	SUMF1
ENSG00000175928	3	3831121	3899387	457	73	2109196	1.607	0.054033	LRRN1
ENSG00000170364	3	4334988	4369251	279	33	2109196	0.31902	0.37486	SETMAR
ENSG00000150995	3	4525032	4899524	2524	286	2109196	0.27368	0.39216	ITPR1
ENSG00000235978	3	4845978	4938977	597	75	2109196	0.41189	0.34021	AC018816.3
ENSG00000134107	3	5010801	5037008	137	38	2109196	1.8294	0.033667	BHLHE40
ENSG00000134108	3	5153905	5232596	428	52	2109196	-0.38378	0.64943	ARL8B
ENSG00000268509	3	5219227	5239982	100	44	2109196	0.099704	0.46029	AC026202.1
ENSG00000134109	3	5219331	5271642	292	65	2109196	0.070721	0.47181	EDEM1
ENSG00000196277	3	6801688	7793215	6740	388	2109196	0.69297	0.24416	GRM7
ENSG00000071282	3	8533393	8619805	564	60	2109196	0.32188	0.37377	LMCD1
ENSG00000125046	3	8651086	8796726	1154	194	2109196	0.00065561	0.49974	SSUH2
ENSG00000182533	3	8765486	8893492	982	112	2109196	-0.20419	0.5809	CAV3
ENSG00000180914	3	8782094	8821314	288	64	2109196	0.040219	0.48396	OXTR
ENSG00000070950	3	8807088	9015457	1630	81	2109196	-0.42828	0.66578	RAD18
ENSG00000196220	3	9012275	9414737	2440	263	2109196	-0.41628	0.6614	SRGAP3
ENSG00000134077	3	9394526	9438475	254	44	2109196	1.7787	0.037648	THUMPD3
ENSG00000168137	3	9429299	9530924	455	61	2109196	2.1292	0.016617	SETD5
ENSG00000156959	3	9533481	9605486	460	51	2109196	2.2773	0.011383	LHFPL4
ENSG00000163719	3	9681117	9754077	354	72	2109196	0.9401	0.17358	MTMR14
ENSG00000144550	3	9735491	9781592	224	91	2109196	1.4344	0.075731	CPNE9
ENSG00000156983	3	9763413	9799702	158	63	2109196	0.75826	0.22415	BRPF1
ENSG00000114026	3	9781628	9839903	255	48	2109196	0.83591	0.2016	OGG1
ENSG00000134072	3	9789026	9821676	132	45	2109196	0.92236	0.17817	CAMK1
ENSG00000171148	3	9811544	9844695	158	41	2109196	0.96323	0.16772	TADA3
ENSG00000241553	3	9824179	9859410	178	49	2109196	1.1538	0.1243	ARPC4
ENSG00000250151	3	9824766	9887085	354	50	2109196	1.2196	0.1113	ARPC4-TTLL3
ENSG00000214021	3	9839770	9906822	445	67	2109196	0.60257	0.2734	TTLL3
ENSG00000156990	3	9869533	9896286	193	36	2109196	0.18836	0.4253	RPUSD3
ENSG00000187288	3	9898398	9931938	211	51	2109196	-0.76417	0.77762	CIDEC
ENSG00000171135	3	9922238	9946033	146	42	2109196	0.68117	0.24788	JAGN1
ENSG00000163701	3	9934296	9968086	170	27	2109196	1.8493	0.032209	IL17RE
ENSG00000163702	3	9948758	9985314	189	52	2109196	1.7183	0.042869	IL17RC
ENSG00000163703	3	9965506	9997097	168	54	2109196	0.083281	0.46681	CRELD1
ENSG00000163704	3	9977226	10004078	121	27	2109196	0.10763	0.45714	PRRT3
ENSG00000125037	3	9994221	10062800	344	21	2109196	-0.32039	0.62567	EMC3
ENSG00000144554	3	10058098	10153614	513	20	2109196	-0.18159	0.57205	FANCD2
ENSG00000163705	3	10113001	10159915	239	20	2109196	-0.15475	0.56149	FANCD2OS
ENSG00000254999	3	10147276	10178874	206	18	2109196	-0.93615	0.8254	BRK1
ENSG00000134086	3	10172692	10203904	224	39	2109196	-1.1696	0.87892	VHL
ENSG00000134070	3	10196549	10295427	627	70	2109196	1.9099	0.028073	IRAK2
ENSG00000157014	3	10279707	10332902	325	44	2109196	1.6344	0.05109	TATDN2
ENSG00000272410	3	10281056	10337480	347	53	2109196	1.7623	0.039009	RP11-438J1.1
ENSG00000157017	3	10317359	10344631	165	45	2109196	1.2672	0.10254	GHRL
ENSG00000157020	3	10324815	10372862	286	47	2109196	1.7751	0.03794	SEC13
ENSG00000157087	3	10355707	10759716	2600	216	2109196	0.79764	0.21254	ATP2B2
ENSG00000132164	3	10847885	10992419	857	91	2109196	0.8219	0.20557	SLC6A11
ENSG00000157103	3	11024410	11090933	378	97	2109196	0.61113	0.27056	SLC6A1
ENSG00000196639	3	11168779	11315243	855	107	2109196	-0.49824	0.69084	HRH1
ENSG00000197548	3	11303995	11609139	1455	56	2109196	0.88013	0.1894	ATG7
ENSG00000144560	3	11587544	11772220	1215	114	2109196	0.81125	0.20861	VGLL4
ENSG00000144559	3	11821916	11898393	412	56	2109196	0.29958	0.38225	TAMM41
ENSG00000157150	3	12184551	12210851	132	35	2109196	0.78051	0.21755	TIMP4
ENSG00000132170	3	12318867	12485855	810	79	2109196	0.85763	0.19555	PPARG
ENSG00000154743	3	12515931	12591122	481	38	2109196	1.6464	0.049842	TSEN2
ENSG00000225526	3	12546433	12612558	364	41	2109196	1.0604	0.14448	C3orf83
ENSG00000075975	3	12588513	12635212	225	44	2109196	0.20727	0.4179	MKRN2
ENSG00000132155	3	12615100	12715725	486	39	2109196	-0.30024	0.618	RAF1
ENSG00000088726	3	12765024	12820956	395	63	2109196	-0.8592	0.80489	TMEM40
ENSG00000144712	3	12827971	12923415	647	77	2109196	-0.70572	0.75982	CAND2
ENSG00000144713	3	12865984	12893087	164	33	2109196	0.20927	0.41712	RPL32
ENSG00000144711	3	12928719	13124617	1217	158	2109196	0.059259	0.47637	IQSEC1
ENSG00000132182	3	13347737	13471809	724	48	2109196	1.0818	0.13967	NUP210
ENSG00000163517	3	13511224	13557916	234	71	2109196	0.84285	0.19966	HDAC11
ENSG00000163520	3	13563824	13689922	983	112	2109196	0.44269	0.329	FBLN2
ENSG00000154764	3	13847755	13931618	538	81	2109196	-0.08391	0.53344	WNT7A
ENSG00000180438	3	13968756	14134311	797	47	2109196	-0.24012	0.59488	TPRXL
ENSG00000163528	3	14143580	14176370	151	44	2109196	1.1808	0.11885	CHCHD4
ENSG00000170876	3	14156440	14195179	199	51	2109196	0.87263	0.19143	TMEM43
ENSG00000268279	3	14166717	14199548	168	46	2109196	0.45944	0.32296	RP11-434D12.1
ENSG00000154767	3	14176647	14230283	256	42	2109196	-0.20773	0.58228	XPC
ENSG00000170860	3	14209858	14252619	202	51	2109196	-0.17608	0.56989	LSM3
ENSG00000131389	3	14434076	14540857	582	125	2109196	0.7104	0.23873	SLC6A6
ENSG00000154781	3	14683271	14724166	252	34	2109196	-0.68824	0.75435	CCDC174
ENSG00000131379	3	14706606	14824541	657	104	2109196	0.13682	0.44559	C3orf20
ENSG00000154783	3	14850469	14985895	942	83	2109196	2.3575	0.0091997	FGD5
ENSG00000177463	3	14979091	15105107	657	64	2109196	1.0637	0.14374	NR2C2
ENSG00000131368	3	15073967	15116842	225	52	2109196	0.87872	0.18978	MRPS25
ENSG00000131381	3	15101580	15150670	265	30	2109196	0.77059	0.22048	ZFYVE20
ENSG00000131375	3	15237659	15304425	334	43	2109196	1.0467	0.14762	CAPN7
ENSG00000131370	3	15286360	15392875	690	113	2109196	-0.058715	0.52341	SH3BP5
ENSG00000206562	3	15412782	15492073	442	50	2109196	-0.573	0.71668	METTL6
ENSG00000144597	3	15458862	15494120	192	47	2109196	-0.87168	0.80831	EAF1
ENSG00000206561	3	15481640	15573258	515	48	2109196	-1.3494	0.91139	COLQ
ENSG00000131373	3	15592211	15653338	383	76	2109196	-1.7785	0.96234	HACL1
ENSG00000169814	3	15632848	15697329	500	62	2109196	-1.2428	0.89304	BTD
ENSG00000206560	3	15698743	15911278	1249	57	2109196	-0.069972	0.52789	ANKRD28
ENSG00000131386	3	16206156	16283499	492	81	2109196	-1.0545	0.85418	GALNT15
ENSG00000154813	3	16289485	16316479	151	26	2109196	0.14697	0.44158	DPH3
ENSG00000154814	3	16296706	16401806	598	46	2109196	-0.075969	0.53028	OXNAD1
ENSG00000131378	3	16345081	16565533	1257	124	2109196	1.6967	0.044874	RFTN1
ENSG00000092345	3	16618299	16721813	818	98	2109196	-0.16521	0.56561	DAZL
ENSG00000154822	3	16834159	17142086	1657	78	2109196	-0.071694	0.52858	PLCL2
ENSG00000131374	3	17188654	18496309	6151	142	2109196	0.83705	0.20128	TBC1D5
ENSG00000182568	3	18376879	18497080	560	96	2109196	-0.11922	0.54745	SATB1
ENSG00000183960	3	19179946	19587138	1709	146	2109196	-1.4701	0.92923	KCNH8
ENSG00000163576	3	19910964	19998517	540	53	2109196	-0.23326	0.59222	EFHB
ENSG00000144566	3	19978571	20036667	377	42	2109196	-1.2009	0.8851	RAB5A
ENSG00000183977	3	20011453	20063822	306	43	2109196	-0.32084	0.62584	PP2D1
ENSG00000114166	3	20071515	20205896	931	68	2109196	0.61687	0.26866	KAT2B
ENSG00000129810	3	20192085	20237784	311	34	2109196	0.61555	0.2691	SGOL1
ENSG00000151789	3	21449915	22424812	8139	392	2109196	1.0048	0.15751	ZNF385D
ENSG00000182247	3	23234511	23643284	2549	50	2109196	-0.20685	0.58194	UBE2E2
ENSG00000170142	3	23837394	23942807	534	71	2109196	-1.6812	0.95364	UBE2E1
ENSG00000197885	3	23923151	23998082	471	65	2109196	-1.5857	0.9436	NKIRAS1
ENSG00000174748	3	23948036	23975183	150	38	2109196	-2.1781	0.9853	RPL15
ENSG00000174738	3	23976751	24032109	340	44	2109196	-0.95394	0.82994	NR1D2
ENSG00000151090	3	24148651	24546773	2421	232	2109196	0.39182	0.3476	THRB
ENSG00000077092	3	25205823	25649423	3415	186	2109196	0.28199	0.38898	RARB
ENSG00000077097	3	25629475	25716398	358	39	2109196	-0.44621	0.67228	TOP2B
ENSG00000151092	3	25750435	25841530	353	37	2109196	1.6264	0.05193	NGLY1
ENSG00000151093	3	25814408	25846025	132	30	2109196	1.6027	0.054505	OXSM
ENSG00000230891	3	25890024	25925191	196	33	2109196	1.5493	0.060659	LINC00692
ENSG00000179796	3	26654297	26762267	623	84	2109196	0.31461	0.37653	LRRC3B
ENSG00000163491	3	27141576	27420951	1544	58	2109196	-1.0405	0.85094	NEK10
ENSG00000033867	3	27404214	27535911	807	46	2109196	-0.87263	0.80857	SLC4A7
ENSG00000163508	3	27747440	27774206	117	33	2109196	0.59402	0.27625	EOMES
ENSG00000187118	3	28273075	28376633	513	52	2109196	1.0817	0.13969	CMC1
ENSG00000163512	3	28346494	28400618	250	52	2109196	0.4611	0.32236	AZI2
