GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
3	rs61812598	1	154418415	rs11265613	2021-12-13	34469753	Kachuri L	2021-08-26	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/34469753	Genetic determinants of blood-cell traits influence susceptibility to childhood acute lymphoblastic leukemia.	Lymphocyte-to-monocyte ratio	234,184 European ancestry individuals	100,284 European ancestry individuals	1q21.3		IL6R			ENSG00000160712	NA	NA	rs11265613-T	rs11265613	0	11265613	intron_variant	0	0.579	3E-16	15.5228787452803		NA		Affymetrix [10369434] (imputed)	N
3	rs61812598	1	154418415	rs11265613	2022-10-05	36180795	Mishra A	2022-09-30	Nature	www.ncbi.nlm.nih.gov/pubmed/36180795	Stroke genetics informs drug discovery and risk prediction across ancestries.	Large artery stroke (MTAG)	6,399 European ancestry cases, 1,234,808 European ancestry controls	NA	1q21.3		IL6R			ENSG00000160712	NA	NA	rs11265613-T	rs11265613	0	11265613	intron_variant	0	0.5977	1E-8	8		1.05	[1.03-1.07]	Affymetrix, Illumina [NR] (imputed)	N
3	rs61812598	1	154418749	rs4576655	2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Atopic dermatitis	6,224 European ancestry cases, 475,075 European ancestry controls, 4,296 East Asian ancestry cases, 163,807 East Asian ancestry controls	NA	1q21.3		IL6R			ENSG00000160712	NA	NA	rs4576655-T	rs4576655	0	4576655	intron_variant	0	NR	3E-13	12.5228787452803		0.1122	[0.082-0.142] unit increase	Affymetrix, Illumina [25843389] (imputed)	N
3	rs61812598	1	154418879	rs4537545	2021-08-13	33517400	Ahluwalia TS	2021-01-30	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/33517400	Genome-Wide Association Study of Circulating Interleukin 6 Levels Identifies Novel Loci.	Interleukin-6 levels	52,654 European ancestry individuals	14,774 European ancestry individuals	1q21.3	IL6R	IL6R			ENSG00000160712	NA	NA	rs4537545-T	rs4537545	0	4537545	intron_variant	0	0.39366	1E-122	122		0.090997	[0.082-0.1] unit increase	Affymetrix, Illumina, Perlegen [2454025] (imputed)	N
3	rs61812598	1	154418879	rs4537545	2009-07-12	19567438	Elliott P	2009-07-01	JAMA	www.ncbi.nlm.nih.gov/pubmed/19567438	Genetic Loci associated with C-reactive protein levels and risk of coronary heart disease.	C-reactive protein	17,967 European ancestry and Indian Asian ancestry individuals	13,615 European ancestry and Indian Asian ancestry Individuals	1q21.3	IL6R	IL6R			ENSG00000160712	NA	NA	rs4537545-T	rs4537545	0	4537545	intron_variant	0	NR	2E-14	13.698970004336		11.5	[8.5-14.4] % decrease	Affymetrix, Illumina, Perlegen [~ 1400000] (imputed)	N
3	rs61812598	1	154418879	rs4537545	2019-07-02	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	C-reactive protein levels	8,349 African American individuals, 15,912 Hispanic/Latino individuals, 1,811 Asian ancestry individuals, 1,777 Native Hawaiian ancestry individuals, 574 Native American ancestry individuals, 97 individuals	NA	1q21.3	NR	IL6R			ENSG00000160712	NA	NA	rs4537545-?	rs4537545	0	4537545	intron_variant	0	NR	3E-19	18.5228787452803		0.07485344	[0.058-0.091] unit decrease	Illumina [30861016] (imputed)	N
3	rs61812598	1	154419892	rs12730935	2019-12-05	23696881	Wood AR	2013-05-16	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23696881	Imputation of variants from the 1000 Genomes Project modestly improves known associations and can identify low-frequency variant-phenotype associations undetected by HapMap based imputation.	Blood protein levels	up to 1,209 European ancestry individuals	NA	1q21.3	IL6R	IL6R			ENSG00000160712	NA	NA	rs12730935-?	rs12730935	0	12730935	intron_variant	0	NR	2E-53	52.698970004336	(Interleukin-6R (IL-6R))	NA		Illumina [up to 10879115] (imputed)	N
3	rs61812598	1	154419892	rs12730935	2021-02-19	33547301	Chen VL	2021-02-05	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/33547301	Genome-wide association study of serum liver enzymes implicates diverse metabolic and liver pathology.	Serum alkaline phosphatase levels	390,964 European ancestry individuals	105,030 East Asian ancestry individuals	1q21.3	IL6R	IL6R			ENSG00000160712	NA	NA	rs12730935-G	rs12730935	0	12730935	intron_variant	0	0.59	2E-31	30.698970004336		11.7	z-score increase	Affymetrix [4311822] (imputed)	N
3	rs61812598	1	154419892	rs12730935	2022-07-20	35285134	Temprano-Sagrera G	2022-03-14	J Thromb Haemost	www.ncbi.nlm.nih.gov/pubmed/35285134	Multi-phenotype analyses of hemostatic traits with cardiovascular events reveal novel genetic associations.	Ischemic stroke or fibrinogen levels (pleiotropy)	120,246 European ancestry individuals with measurements, 60,341 European, African American, East Asian, South Asian, mixed Asian or Latin American ischemic stroke cases, 454,450 European, African American, East Asian, South Asian, mixed Asian or Latin American ischemic stroke controls	NA	1q21.3		IL6R			ENSG00000160712	NA	NA	rs12730935-?	rs12730935	0	12730935	intron_variant	0	NR	1E-39	39		NA		NR [NR]	N
3	rs61812598	1	154419892	rs12730935	2022-07-20	35285134	Temprano-Sagrera G	2022-03-14	J Thromb Haemost	www.ncbi.nlm.nih.gov/pubmed/35285134	Multi-phenotype analyses of hemostatic traits with cardiovascular events reveal novel genetic associations.	Fibrinogen levels or factor VII levels (pleiotropy)	120,246 European ancestry individuals with fibrinogen measurements, 27,495 European or African American individuals with factor VII measurements	NA	1q21.3		IL6R			ENSG00000160712	NA	NA	rs12730935-?	rs12730935	0	12730935	intron_variant	0	NR	9E-39	38.0457574905607		NA		NR [NR]	N
3	rs61812598	1	154419892	rs12730935	2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Red cell distribution width	408,112 British individuals	NA	1q21.3	IL6R	IL6R			ENSG00000160712	NA	NA	rs12730935-A	rs12730935	0	12730935	intron_variant	0	0.407808	2E-15	14.698970004336		0.017914418	[0.014-0.022] unit decrease	Affymetrix [93095623] (imputed)	N
3	rs61812598	1	154419892	rs12730935	2021-06-09	33972514	Pazoki R	2021-05-10	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/33972514	Genetic analysis in European ancestry individuals identifies 517 loci associated with liver enzymes.	Liver enzyme levels (alkaline phosphatase)	437,438 European ancestry individuals	315,572 European ancestry individuals	1q21.3	IL6R	IL6R			ENSG00000160712	NA	NA	rs12730935-G	rs12730935	0	12730935	intron_variant	0	0.592278	2E-61	60.698970004336		0.00378274	[0.0033-0.0042] unit increase	Affymetrix [13995440] (imputed)	N
3	rs61812598	1	154419892	rs12730935	2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Serum alkaline phosphatase levels	344,292 European ancestry individuals, 118,886 East Asian ancestry individuals	NA	1q21.3		IL6R			ENSG00000160712	NA	NA	rs12730935-A	rs12730935	0	12730935	intron_variant	0	NR	1E-45	45		0.0289	[0.025-0.033] unit decrease	Affymetrix, Illumina [20533886] (imputed)	N
3	rs61812598	1	154419892	rs12730935	2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	C-reactive protein	353,466 European ancestry individuals, 83,025 East Asian ancestry individuals	NA	1q21.3		IL6R			ENSG00000160712	NA	NA	rs12730935-A	rs12730935	0	12730935	intron_variant	0	NR	9E-315	314.045757490561		0.0827	[0.078-0.087] unit decrease	Affymetrix, Illumina [20529698] (imputed)	N
3	rs61812598	1	154420087	rs61812598	2015-06-20	25340798	Kauwe JS	2014-10-23	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/25340798	Genome-wide association study of CSF levels of 59 alzheimer's disease candidate proteins: significant associations with proteins involved in amyloid processing and inflammation.	Cerebrospinal fluid levels of Alzheimer's disease-related proteins	574 individuals	NA	1q21.3	IL6R, TDRD10, SHE, UBE2Q1, ADAR	IL6R			ENSG00000160712	NA	NA	rs61812598-G	rs61812598	0	61812598	intron_variant	0	NR	6E-63	62.2218487496164	(Interleukin-6 receptor)	NA		Illumina [5815690] (imputed)	N
3	rs61812598	1	154420087	rs61812598	2020-03-23	31900758	Han X	2020-01-03	Eur J Epidemiol	www.ncbi.nlm.nih.gov/pubmed/31900758	Using Mendelian randomization to evaluate the causal relationship between serum C-reactive protein levels and age-related macular degeneration.	C-reactive protein levels	418,642 British ancestry individuals	NA	1q21.3	NR	IL6R			ENSG00000160712	NA	NA	rs61812598-G	rs61812598	0	61812598	intron_variant	0	0.590829	3E-436	435.52287874528		0.0914524	[0.087-0.095] unit increase	NR [NR]	N
3	rs61812598	1	154420087	rs61812598	2017-06-01	28107422	de Vries PS	2017-01-20	PLoS One	www.ncbi.nlm.nih.gov/pubmed/28107422	Comparison of HapMap and 1000 Genomes Reference Panels in a Large-Scale Genome-Wide Association Study.	Fibrinogen levels	91,953 European ancestry individuals (imputed to 1000 Genomes)		1q21.3	IL6R	IL6R			ENSG00000160712	NA	NA	rs61812598-?	rs61812598	0	61812598	intron_variant	0	NR	2E-28	27.698970004336		0.0114	unit increase	Affymetrix, Illumina [10883314] (imputed)	N
3	rs61812598	1	154420087	rs61812598	2016-10-05	26561523	de Vries PS	2015-11-10	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/26561523	A meta-analysis of 120 246 individuals identifies 18 new loci for fibrinogen concentration.	Fibrinogen levels	120,246 European ancestry individuals	NA	1q21.3	IL6R	IL6R			ENSG00000160712	NA	NA	rs61812598-A	rs61812598	0	61812598	intron_variant	0	0.39	3E-36	35.5228787452803		0.0115	NR unit decrease	Affymetrix, Illumina [~ 10700000] (imputed)	N
3	rs61812598	1	154420087	rs61812598	2019-04-18	30388399	Ligthart S	2018-11-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30388399	Genome Analyses of >200,000 Individuals Identify 58 Loci for Chronic Inflammation and Highlight Pathways that Link Inflammation and Complex Disorders.	C-reactive protein levels	148,164 European ancestry individuals	NA	1q21.3	IL6R	IL6R			ENSG00000160712	NA	NA	rs61812598-A	rs61812598	0	61812598	intron_variant	0	0.38	2E-126	125.698970004336	(BMI-adjusted)	0.094	[0.086-0.102] unit decrease	Affymetrix, Illumina, Perlegen [10019203] (imputed)	N
3	rs61812598	1	154420087	rs61812598	2019-04-18	30388399	Ligthart S	2018-11-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30388399	Genome Analyses of >200,000 Individuals Identify 58 Loci for Chronic Inflammation and Highlight Pathways that Link Inflammation and Complex Disorders.	C-reactive protein levels	148,164 European ancestry individuals	NA	1q21.3	IL6R	IL6R			ENSG00000160712	NA	NA	rs61812598-A	rs61812598	0	61812598	intron_variant	0	0.38	1E-100	100		0.09	[0.082-0.098] unit decrease	Affymetrix, Illumina, Perlegen [10019203] (imputed)	N
3	rs61812598	1	154420087	rs61812598	2021-12-02	34785669	Grosche S	2021-11-16	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/34785669	Rare variant analysis in eczema identifies exonic variants in DUSP1, NOTCH4 and SLC9A4.	Eczema	20,016 European ancestry cases, 380,433 European ancestry controls	NA	1q21.3		IL6R			ENSG00000160712	NA	NA	rs61812598-A	rs61812598	0	61812598	intron_variant	0	0.3915	4E-17	16.397940008672		1.1		Affymetrix, Illumina [9397031] (imputed)	N
3	rs61812598	1	154420087	rs61812598	2022-07-20	35285134	Temprano-Sagrera G	2022-03-14	J Thromb Haemost	www.ncbi.nlm.nih.gov/pubmed/35285134	Multi-phenotype analyses of hemostatic traits with cardiovascular events reveal novel genetic associations.	Coronary artery disease or fibrinogen levels (pleiotropy)	172,122 European, South Asian or East Asian CAD cases, 566,864 European, South Asian or East Asian CAD controls, 120,246 European ancestry individuals with measurements	NA	1q21.3		IL6R			ENSG00000160712	NA	NA	rs61812598-?	rs61812598	0	61812598	intron_variant	0	NR	1E-42	42		NA		NR [NR]	N
3	rs61812598	1	154420402	rs7512646	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Red cell distribution width	approximately 445,000 European ancestry individuals	NA	1q21.3		IL6R			ENSG00000160712	NA	NA	rs7512646-?	rs7512646	0	7512646	intron_variant	0	NR	2E-13	12.698970004336		NA		NR [~ 8900000] (imputed)	N
3	rs4845625	1	154421438	rs12404927	2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Myocardial infarction	20,917 European ancestry cases, 440,906 European ancestry controls, 14,992 East Asian ancestry cases, 146,214 East Asian ancestry controls	NA	1q21.3		IL6R			ENSG00000160712	NA	NA	rs12404927-C	rs12404927	0	12404927	intron_variant	0	NR	1E-10	10		0.0618	[0.043-0.081] unit decrease	Affymetrix, Illumina [25841367] (imputed)	N
3	rs4845625	1	154422067	rs4845625	2020-12-11	33020668	Koyama S	2020-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33020668	Population-specific and trans-ancestry genome-wide analyses identify distinct and shared genetic risk loci for coronary artery disease.	Coronary artery disease	25,892 Japanese ancestry cases, 95,342 European ancestry cases, 142,336 Japanese ancestry controls, 385,488 European ancestry controls	NA	1q21.3	IL6R	IL6R			ENSG00000160712	NA	NA	rs4845625-?	rs4845625	0	4845625	intron_variant	0	NR	6E-17	16.2218487496164		0.040684	[0.031-0.05] unit decrease	Illumina [4804024] (imputed)	N
3	rs4845625	1	154422067	rs4845625	2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	88,192 cases, 162,544 controls	34,541 cases, 261,984 controls	1q21.3	IL6R	IL6R			ENSG00000160712	NA	NA	rs4845625-T	rs4845625	0	4845625	intron_variant	0	0.436	6E-16	15.2218487496164		0.0448	[0.034-0.056] unit increase	NR [8041861] (imputed)	N
3	rs4845625	1	154422067	rs4845625	2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	up to 122,733 cases, up to 424,528 controls	NA	1q21.3	IL6R	IL6R			ENSG00000160712	NA	NA	rs4845625-T	rs4845625	0	4845625	intron_variant	0	0.4338	7E-15	14.1549019599857		0.0395	[0.03-0.049] unit increase	Affymetrix [at least 7947838] (imputed)	N
3	rs4845625	1	154423764	rs12129500	2020-09-03	32469254	Matsunaga H	2020-05-29	Circ Genom Precis Med	www.ncbi.nlm.nih.gov/pubmed/32469254	Transethnic Meta-analysis of Genome-wide Association Studies Identifies Three New Loci and Characterizes Population-specific Differences for Coronary Artery Disease.	Coronary artery disease	15,302 Japanese ancestry cases, 76,014 European and East Asian ancestry cases, 36,140 Japanese ancestry controls, 264,785 European and East Asian ancestry controls	NA	1q21.3	IL6R	IL6R			ENSG00000160712	NA	NA	rs12129500-T	rs12129500	0	12129500	intron_variant	0	0.46	3E-9	8.52287874528034		1.05	[1.02-1.07]	Illumina [5167567] (imputed)	N
3	rs4845625	1	154423764	rs12129500	2018-08-13	29892015	Roselli C	2018-06-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29892015	Multi-ethnic genome-wide association study for atrial fibrillation.	Atrial fibrillation	55,114 European ancestry cases, 482,295 European ancestry controls, 8,180 Japanese ancestry cases, 28,612 Japanese ancestry controls, 1,307 African American ancestry cases, 7,660 African American ancestry controls, 845 Hispanic cases, 4,177 Hispanic controls	NA	1q21.3	IL6R	IL6R			ENSG00000160712	NA	NA	rs12129500-T	rs12129500	0	12129500	intron_variant	0	0.43	1E-9	9	(EA)	1.05		Affymetrix, Illumina [up to 12149979] (imputed)	N
3	rs61812598	1	154425456	rs12126142	2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Mean platelet volume	408,112 British individuals	NA	1q21.3	IL6R	IL6R			ENSG00000160712	NA	NA	rs12126142-A	rs12126142	0	12126142	intron_variant	0	0.408629	7E-15	14.1549019599857		0.017570466	[0.013-0.022] unit decrease	Affymetrix [93095623] (imputed)	N
3	rs61812598	1	154425456	rs12126142	2021-02-17	33310728	Ha E	2020-12-11	Ann Rheum Dis	www.ncbi.nlm.nih.gov/pubmed/33310728	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	Rheumatoid arthritis	14,361 European ancestry cases, 43,923 European ancestry controls, 8,267 East Asian ancestry cases, 244,741 East Asian ancestry controls	NA	1q21.3		IL6R			ENSG00000160712	NA	NA	rs12126142-A	rs12126142	0	12126142	intron_variant	0	NR	1E-10	10		0.93	[0.91-0.95]	NR [13810676] (imputed)	N
3	rs61812598	1	154425456	rs12126142	2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Interleukin-6 receptor subunit alpha levels	21,758 European ancestry individuals	9,173 individuals	1q21.3		IL6R			ENSG00000160712	NA	NA	rs12126142-A	rs12126142	0	12126142	intron_variant	0	0.39	4E-5877	5876.39794000867		0.9662	unit increase	Affymetrix, Illumina [20300000] (imputed)	N
3	rs61812598	1	154425456	rs12126142	2022-03-28	35264221	Caron B	2022-03-09	Genome Med	www.ncbi.nlm.nih.gov/pubmed/35264221	Integrative genetic and immune cell analysis of plasma proteins in healthy donors identifies novel associations involving primary immune deficiency genes.	IL 6r plasma levels	400 French ancestry individuals	NA	1q21.3		IL6R			ENSG00000160712	NA	NA	rs12126142-G	rs12126142	0	12126142	intron_variant	0	NR	4E-36	35.397940008672		0.279	[0.24-0.31] ng/mL increase	Illumina [5201092] (imputed)	N
3	rs61812598	1	154425456	rs12126142	2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Platelet count	408,112 British individuals	NA	1q21.3	IL6R	IL6R			ENSG00000160712	NA	NA	rs12126142-A	rs12126142	0	12126142	intron_variant	0	0.408668	2E-10	9.69897000433602		0.014504649	[0.01-0.019] unit increase	Affymetrix [93095623] (imputed)	N
3	rs61812598	1	154425456	rs12126142	2021-09-20	34454985	Sliz E	2021-08-26	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/34454985	Uniting biobank resources reveals novel genetic pathways modulating susceptibility for atopic dermatitis.	Atopic dermatitis	22,474 European ancestry cases, 774,187 European ancestry controls	NA	1q21.3	NR	IL6R			ENSG00000160712	NA	NA	rs12126142-a	rs12126142	0	12126142	intron_variant	0	0.3617	6E-9	8.22184874961636		1.06	[1.04-1.09]	Affymetrix, Illumina [16201029] (imputed)	N
3	rs61812598	1	154425456	rs12126142	2022-11-09	36333501	Ishigaki K	2022-11-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/36333501	Multi-ancestry genome-wide association analyses identify novel genetic mechanisms in rheumatoid arthritis.	Rheumatoid arthritis	22,350 European ancestry cases, 74,823 European ancestry controls	NA	1q21.3		IL6R			ENSG00000160712	NA	NA	rs12126142-A	rs12126142	0	12126142	intron_variant	0	0.3598	5E-7	6.30102999566398		0.93594366	[0.912039913925828-0.960473895280108]	Affymetrix, Illumina [20990826] (imputed)	N
3	rs61812598	1	154425456	rs12126142	2022-11-09	36333501	Ishigaki K	2022-11-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/36333501	Multi-ancestry genome-wide association analyses identify novel genetic mechanisms in rheumatoid arthritis.	Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive)	17,221 European ancestry cases, 74,823 European ancestry controls, 8,340 East Asian ancestry cases, 162,608 East Asian ancestry controls, 841 African ancestry cases, 1,108 African ancestry controls, 689 South Asian ancestry cases, 1,258 South Asian ancestry controls, 357 Arab ancestry cases, 352 Arab ancestry controls	NA	1q21.3		IL6R			ENSG00000160712	NA	NA	rs12126142-A	rs12126142	0	12126142	intron_variant	0	NR	9E-8	7.04575749056068		0.93913126	[0.917660690372845-0.96110422132431]	Affymetrix, Illumina [20990826] (imputed)	N
3	rs61812598	1	154425456	rs12126142	2022-07-29	35470158	Saevarsdottir S	2022-04-25	Ann Rheum Dis	www.ncbi.nlm.nih.gov/pubmed/35470158	Multiomics analysis of rheumatoid arthritis yields sequence variants that have large effects on risk of the seropositive subset.	Rheumatoid arthritis	26,612 European ancestry cases, 869,454 European ancestry controls, 4,701 cases, 125,923 controls	NA	1q21.3		IL6R			ENSG00000160712	NA	NA	rs12126142-A	rs12126142	0	12126142	intron_variant	0	0.38	3E-6	5.52287874528034		0.96		Affymetrix, Illumina [64000000] (imputed)	N
3	rs61812598	1	154425456	rs12126142	2022-07-29	35470158	Saevarsdottir S	2022-04-25	Ann Rheum Dis	www.ncbi.nlm.nih.gov/pubmed/35470158	Multiomics analysis of rheumatoid arthritis yields sequence variants that have large effects on risk of the seropositive subset.	Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive)	14,551 European ancestry cases, 846,260 European ancestry controls, 3,468 cases, 145,344 controls	NA	1q21.3		IL6R			ENSG00000160712	NA	NA	rs12126142-A	rs12126142	0	12126142	intron_variant	0	0.38	1E-6	6		0.94		Affymetrix, Illumina [64000000] (imputed)	N
3	rs61812598	1	154425456	rs12126142	2022-11-09	36333501	Ishigaki K	2022-11-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/36333501	Multi-ancestry genome-wide association analyses identify novel genetic mechanisms in rheumatoid arthritis.	Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive)	17,221 European ancestry cases, 74,823 European ancestry controls	NA	1q21.3		IL6R			ENSG00000160712	NA	NA	rs12126142-A	rs12126142	0	12126142	intron_variant	0	0.3598	3E-6	5.52287874528034		0.93463427	[0.908624391039693-0.961388660257404]	Affymetrix, Illumina [20990826] (imputed)	N
3	rs61812598	1	154425456	rs12126142	2022-11-09	36333501	Ishigaki K	2022-11-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/36333501	Multi-ancestry genome-wide association analyses identify novel genetic mechanisms in rheumatoid arthritis.	Rheumatoid arthritis	22,350 European ancestry cases, 74,823 European ancestry controls, 11,025 East Asian ancestry cases, 162,608 East Asian ancestry controls, 999 African ancestry cases, 1,108 African ancestry controls, 986 South Asian ancestry cases, 1,258 South Asian ancestry controls, 511 Arab ancestry cases, 352 Arab ancestry controls	NA	1q21.3		IL6R			ENSG00000160712	NA	NA	rs12126142-A	rs12126142	0	12126142	intron_variant	0	NR	2E-9	8.69897000433602		0.9403529	[0.921740422353433-0.959341308156016]	Affymetrix, Illumina [20990826] (imputed)	N
3	rs61812598	1	154425456	rs12126142	2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Total bilirubin levels	342,829 European ancestry individuals, 124,341 East Asian ancestry individuals	NA	1q21.3		IL6R			ENSG00000160712	NA	NA	rs12126142-A	rs12126142	0	12126142	intron_variant	0	NR	3E-9	8.52287874528034		0.0119	[0.008-0.0158] unit increase	Affymetrix, Illumina [20535842] (imputed)	N
3	rs61812598	1	154426264	rs4129267	2014-03-14	23969696	Sabater-Lleal M	2013-08-22	Circulation	www.ncbi.nlm.nih.gov/pubmed/23969696	Multiethnic meta-analysis of genome-wide association studies in >100 000 subjects identifies 23 fibrinogen-associated Loci but no strong evidence of a causal association between circulating fibrinogen and cardiovascular disease.	Fibrinogen	91,323 European ancestry individuals	8,423 African American individuals, 1,447 Hispanic individuals	1q21.3	IL6R	IL6R			ENSG00000160712	NA	NA	rs4129267-T	rs4129267	0	4129267	intron_variant	0	0.39	6E-27	26.2218487496164	(EA)	0.011	[0.009-0.013] unit decrease	Affymetrix, Illumina [2515567] (imputed)	N
3	rs61812598	1	154426264	rs4129267	2020-03-03	28369058	Folkersen L	2017-04-03	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28369058	Mapping of 79 loci for 83 plasma protein biomarkers in cardiovascular disease.	Blood protein levels in cardiovascular risk	3,394 European ancestry individuals	2,639 individuals	1q21.3	IL6R	IL6R			ENSG00000160712	NA	NA	rs4129267-T	rs4129267	0	4129267	intron_variant	0	0.36	2E-297	296.698970004336		0.81	unit increase	Illumina [5270624] (imputed)	N
3	rs61812598	1	154426264	rs4129267	2020-02-06	25147954	Enroth S	2014-08-22	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/25147954	Strong effects of genetic and lifestyle factors on biomarker variation and use of personalized cutoffs.	Interleukin-6 receptor subunit alpha levels	up to 653 individuals	up to 317 individuals	1q21.3	IL6RA	IL6R			ENSG00000160712	NA	NA	rs4129267-T	rs4129267	0	4129267	intron_variant	0	0.33414	4E-58	57.397940008672		0.84	[0.74-0.94] unit increase	Illumina [4840842] (imputed)	N
3	rs61812598	1	154426264	rs4129267	2018-04-26	26974007	Ellinghaus D	2016-03-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26974007	Analysis of five chronic inflammatory diseases identifies 27 new associations and highlights disease-specific patterns at shared loci.	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)	8,726 European ancestry ankylosing spondylitis cases, 19,085 European ancestry Crohn’s disease cases, 6,530 European ancestry psoriasis cases, 3,408 European ancestry primary sclerosing cholangitis cases, 14,513 European ancestry ulcerative colitis cases, 34,213 European ancestry controls	NA	1q21.3	IL6R	IL6R			ENSG00000160712	NA	NA	rs4129267-?	rs4129267	0	4129267	intron_variant	0	NR	9E-18	17.0457574905607	(subset analysis)	NA		Illumina [130052]	N
3	rs61812598	1	154426264	rs4129267	2020-06-04	32296059	Han Y	2020-04-15	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32296059	Genome-wide analysis highlights contribution of immune system pathways to the genetic architecture of asthma.	Asthma	84,492 European ancestry cases, 2,149 African American cases, 606 Hispanic cases, 1,239 Japanese ancestry cases, 437,036 European ancestry controls, 6,055 African American controls, 792 Hispanic controls, 3,976 Japanese ancestry controls	NR	1q21.3	IL6R	IL6R			ENSG00000160712	NA	NA	rs4129267-T	rs4129267	0	4129267	intron_variant	0	0.4	1E-17	17		NA		NR [> 9500000] (imputed)	N
3	rs61812598	1	154426264	rs4129267	2018-07-05	29875488	Sun BB	2018-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/29875488	Genomic atlas of the human plasma proteome.	Blood protein levels	3,301 European ancestry individuals	NA	1q21.3	IL6R	IL6R			ENSG00000160712	NA	NA	rs4129267-T	rs4129267	0	4129267	intron_variant	0	0.4	7E-1101	1100.15490195999	(Interleukin-6 receptor subunit alpha, IL6R.4139.71.2)	1.11	[1.07-1.15] unit increase	Affymetrix [10572788] (imputed)	N
